,Name,Symbol,Market Cap,Price,Circulating Supply,Volume(24h),% 1h,% 24h,% 7d,minable
1122,PIKAPikamoon,PIKA,663985560.0,0.0,1456663441313.0,3270797.0,-1.72,-0.28,0.0,0
1123,COLXColossusXT,COLX,661833710.0,0.0,1062642510630.0,,0.47,-2.12,0.21,0
1124,KANBitKan,KAN,660287530.0,0.0,799658269593.0,25989444.0,0.61,1.83,-3.21,0
1125,GSWIFTGameSwift,GSWIFT,660118357.0,11.0,5226391475.0,9809638.0,0.31,-6.1,-17.17,0
1126,TSUKADejitaru Tsuka,TSUKA,659716914.0,1.0,83460000000.0,9002496.0,-0.07,-2.68,-14.63,0
1127,NOMOnomy Protocol,NOM,657036930.0,6.0,8499089176.0,10035564.0,2.66,-18.58,-29.55,0
1128,OGVOrigin DeFi Governance,OGV,659315639.0,1.0,71757437184.0,55378715.0,0.22,-1.18,-4.54,0
1129,PIBPIBBLE,PIB,654130853.0,0.0,1827929310130.0,13396498.0,1.64,-1.98,2.77,0
1130,DIODecimated,DIO,654012924.0,2.0,36354167887.0,40939550.0,-0.44,-2.13,-3.59,0
1131,RWAXend Finance,RWA,653529274.0,6.0,8933015910.0,2746669.0,0.02,-1.65,-4.19,0
1132,BBLbeoble,BBL,651149745.0,3.0,17877399656.0,411370668.0,-1.09,-1.55,-11.94,0
1133,KUNCIKunci Coin,KUNCI,649746449.0,1.0,102871488849.0,5225514.0,-0.09,-0.32,2.63,0
1134,UPCUPCX,UPC,649331319.0,153.0,354597587.0,47107829.0,-0.02,-6.28,4.7,0
1135,MOUTAIMoutai,MOUTAI,649712648.0,1.0,58154984335.0,25589253.0,3.8,4.02,-3.47,0
1136,OMNOMDoge Eat Doge,OMNOM,649219399.0,,2.58726e+16,11273360.0,0.28,-10.12,-19.25,0
1137,SOILSoil,SOIL,644652885.0,84.0,640274741.0,7202097.0,0.91,9.13,5.93,0
1138,SPURSTottenham Hotspur Fan Token,SPURS,640765402.0,170.0,313849494.0,41153876.0,0.08,-0.19,-4.16,0
1139,MMITMangoMan Intelligent,MMIT,640500083.0,,3.01393452945609e+16,93276649.0,0.08,-3.57,5.94,0
1140,REFRef Finance,REF,638397892.0,19.0,2854916554.0,7162537.0,-0.05,0.15,-5.75,0
1141,BOLTBOLT,BOLT,634746183.0,1.0,79906901904.0,14400188.0,-0.46,-3.36,-3.26,0
1142,BTC2Bitcoin 2,BTC2,631600576.0,35.0,1523209515.0,115926.0,2.57,-3.4,7.68,0
1143,ROAROA CORE,ROA,631614764.0,2.0,27283079508.0,61334170.0,-0.14,-1.9,-1.5,0
1144,BRWLBlockchain Brawlers,BRWL,630587956.0,1.0,83460000000.0,188304789.0,-0.12,0.02,-3.18,0
1145,UPOUpOnly,UPO,630105473.0,6.0,9497104523.0,486376420.0,1.62,0.09,-12.18,0
1146,XDEFIXDEFI Wallet,XDEFI,628994454.0,7.0,7319641970.0,106962253.0,0.19,30.09,72.84,0
1147,Carlo,,,,,,,,,
1148,Divi,,,,,,,,,
1149,Energi,,,,,,,,,
1150,ScPrime,,,,,,,,,
1151,Cookie,,,,,,,,,
1152,Origin Dollar,,,,,,,,,
1153,PowerPool,,,,,,,,,
1154,VNX Swiss Franc,,,,,,,,,
1155,IZIIzumi Finance,IZI,612929072.0,1.0,65716404000.0,9993667.0,-0.23,-5.31,-7.79,0
1156,UNIBOTUniBot,UNIBOT,608471974.0,608.0,83460000.0,189171020.0,0.08,-1.94,-9.47,0
1157,PIKAPikaboss,PIKA,606946241.0,,3.5110787399999996e+16,2410241.0,-0.09,-3.04,32.01,0
1158,SWASHSwash,SWASH,605370016.0,1.0,81792526704.0,17632761.0,-0.58,-3.59,-4.41,0
1159,XTMTorum,XTM,604606858.0,3.0,16199278617.0,18927560.0,0.42,-0.89,-6.31,0
1160,SMURFCATReal Smurf Cat (ETH),SMURFCAT,603012021.0,0.0,7829303110526.0,61329913.0,-0.07,12.64,20.72,0
1161,BAGBag,BAG,600950058.0,0.0,286802019197.0,3548135.0,0.54,-3.11,0.68,0
1162,UXUX Chain,UX,599508036.0,0.0,332518405058.0,13109730.0,0.04,0.38,0.94,0
1163,SWTHCarbon Protocol,SWTH,597408516.0,0.0,132326672111.0,2289725.0,0.05,0.27,0.6,0
1164,AIPADAIPAD,AIPAD,598583716.0,5.0,9586669205.0,97120482.0,0.45,-3.26,-10.78,0
1165,LMRLumerin,LMR,595510385.0,1.0,50628087900.0,26502806.0,1.61,0.86,-29.64,0
1166,AREAAreon Network,AREA,595202835.0,5.0,10140390000.0,38853468.0,0.8,-4.53,-9.89,0
1167,PBXParibus,PBX,589512783.0,0.0,602691909940.0,28583548.0,-1.77,-3.58,-8.24,0
1168,XRTRobonomics.network,XRT,580938937.0,348.0,139242661.0,4917964.0,0.67,11.08,-17.44,0
1169,EQUADQuadrantProtocol,EQUAD,579866309.0,1.0,83460000000.0,6176.0,,0.29,0.64,0
1170,BTSBitShares,BTS,579216072.0,0.0,249988340331.0,10010443.0,-0.1,-3.58,-6.95,0
1171,COTCosplay Token,COT,578671996.0,1.0,32913216912.0,31513745.0,-0.03,9.72,-5.78,0
1172,OMAXOmax Coin,OMAX,576784215.0,0.0,723431028785.0,49806257.0,0.09,0.18,0.28,0
1173,COKCat Own Kimono,COK,574443496.0,0.0,83343770465570.0,91313836.0,1.14,25.1,-38.1,0
1174,GSWAPGameswap,GSWAP,570665846.0,48.0,999822841.0,73946.0,0.0,-0.55,1.8,0
1175,TYPETypeAI,TYPE,569456510.0,60.0,792870000.0,2545280.0,-2.8,-10.72,-22.74,0
1176,FSNFusion,FSN,567237392.0,7.0,6396913719.0,6575062.0,0.84,1.05,-11.71,0
1177,BAXBABB,BAX,567115958.0,0.0,6074297753160.0,2145089.0,0.52,-5.01,4.88,0
1178,EMLEML Protocol,EML,565522373.0,14.0,3317143573.0,4281331.0,1.08,0.81,-6.38,0
1179,SHIShina Inu,SHI,562755674.0,0.0,1019499162032277.0,22538790.0,0.16,-8.59,-28.41,0
1180,LBLLABEL AI,LBL,559702457.0,0.0,159731511915.0,293595838.0,-0.87,12.32,11.35,0
1181,SOFIRAI Finance,SOFI,556093479.0,1.0,38333407515.0,107623423.0,1.26,1.18,-5.3,0
1182,TRATrabzonspor Fan Token,TRA,554766883.0,74.0,621658070.0,13555490.0,0.31,0.04,-1.22,0
1183,MEEMedieval Empires,MEE,552415564.0,1.0,46688479033.0,56834758.0,0.36,0.74,12.2,0
1184,BBFBubblefong,BBF,551051828.0,3.0,15565151206.0,45569077.0,0.0,-2.97,25.52,0
1185,PALLAPallapay,PALLA,546810641.0,1.0,62056384797.0,,,-0.03,-0.09,0
1186,OXBOxbull.tech,OXB,545842254.0,72.0,631164664.0,916641.0,-0.01,-0.87,-0.67,0
1187,BEPROBepro,BEPRO,545142442.0,0.0,834600000000.0,40794747.0,0.31,0.04,2.37,0
1188,vDAIVenus DAI,vDAI,542694143.0,2.0,22912910182.0,,,0.02,0.12,0
1189,TEMCOTEMCO,TEMCO,541587881.0,0.0,331607980229.0,31432538.0,-1.12,6.98,-6.92,0
1190,RADARDappRadar,RADAR,540867371.0,1.0,80129626932.0,29634726.0,1.67,-0.03,-0.81,0
1191,APLApollo Currency,APL,540700284.0,0.0,1766438956477.0,6259.0,,-0.03,5.23,0
1192,YAIÅ¸,YAI,537226011.0,6.0,7594860000.0,3648871.0,-0.62,-5.3,-14.1,0
1193,BANBanano,BAN,536600645.0,0.0,131722598897.0,969304.0,-0.43,0.22,13.64,0
1194,VALValidity,VAL,535365103.0,105.0,425730712.0,4387242.0,0.22,-3.3,1.27,0
1195,EMRXEmirex Token,EMRX,533901298.0,20.0,2275016527.0,3600882.0,,-0.02,-0.1,0
1196,SHOPXSHOPX,SHOPX,532508434.0,1.0,39973507350.0,27834578.0,0.11,-1.0,-1.04,0
1197,CEURCelo Euro,CEUR,530989045.0,89.0,494531881.0,103110407.0,0.24,0.1,0.26,0
1198,ZFzkSwap Finance,ZF,530330880.0,1.0,33748049933.0,103221575.0,0.67,-5.27,-14.71,0
1199,BROCKBitrock,BROCK,529413571.0,6.0,7810337028.0,40008638.0,0.77,0.73,10.22,0
1200,PLUPluton,PLU,527854121.0,285.0,154567920.0,27790177.0,0.75,-4.48,-2.94,0
1201,GTAIGT Protocol,GTAI,527647307.0,68.0,645375649.0,773464215.0,2.25,12.53,-7.41,0
1202,vLTCVenus LTC,vLTC,527549492.0,128.0,345722868.0,,0.18,0.29,4.64,0
1203,CATBOYCatboy,CATBOY,526890575.0,3.0,16029137895.0,52429238.0,-1.6,-6.17,-17.26,0
1204,ADPAdappter Token,ADP,525739912.0,0.0,251288872473.0,22901007.0,2.92,9.3,2.32,0
1205,EVERYEveryworld,EVERY,524115864.0,1.0,65500535545.0,65383899.0,-0.09,-1.61,-9.06,0
1206,PYIPYRIN,PYI,523406621.0,2.0,26160855483.0,27022345.0,-0.32,-11.45,-28.96,0
1207,PORPortugal National Team Fan Token,POR,518310887.0,130.0,332637174.0,168606977.0,0.08,-6.72,-10.54,0
1208,SQRMagic Square,SQR,518082958.0,13.0,3220510079.0,8859780.0,0.28,0.6,-16.97,0
1209,NEXANexa,NEXA,517424291.0,0.0,187892663400000.0,23152806.0,0.07,-0.91,-10.92,1
1210,3ULLPLAYA3ULL GAMES,3ULL,515666373.0,0.0,394201265794.0,36272300.0,0.66,-1.94,-2.75,0
1211,ONEBigONE Token,ONE,515553869.0,0.0,788620303098.0,,0.33,-36.72,-36.72,0
1212,NMCNamecoin,NMC,514251392.0,35.0,1229899944.0,657248.0,0.25,-2.3,-0.12,1
1213,SWCHSwissCheese,SWCH,514068448.0,28.0,1517656670.0,152519812.0,-0.08,-1.28,-6.16,0
1214,HOGEHoge Finance,HOGE,511587015.0,0.0,32833300432980.0,1380095.0,1.29,-4.39,-13.74,0
1215,PZMPRIZM,PZM,508038630.0,0.0,329975439784.0,732695.0,-2.47,2.97,14.09,0
1216,ASTRAFERAstrafer,ASTRAFER,507850094.0,3.0,13054570331.0,4425550.0,-0.13,-50.38,-68.28,0
1217,OLEOpenLeverage,OLE,505669618.0,3.0,15743107623.0,26640933.0,-0.15,0.07,-2.04,0
1218,DRGNDragonchain,DRGN,501060957.0,1.0,30944685452.0,1461385.0,1.25,8.1,-20.52,0
1219,ESEra Swap,ES,500480159.0,0.0,196774873452.0,11624559.0,0.32,-1.75,0.13,0
1220,CUMMIESCumRocket,CUMMIES,500365485.0,0.0,110202946669.0,20473573.0,0.31,-4.76,-28.02,0
1221,XDBXDB CHAIN,XDB,500222184.0,0.0,1435317545044.0,58174708.0,-0.85,-3.32,0.24,0
1222,EMCEdge Matrix Computing,EMC,497527678.0,17.0,2504382718.0,27308780.0,-0.24,-1.87,4.27,0
1223,VALORValor Token,VALOR,496624474.0,10.0,4197797969.0,3843834.0,-1.78,2.33,1.59,0
1224,GMMGamium,GMM,492826292.0,0.0,1736081522125.0,18979889.0,-1.33,-4.41,2.2,0
1225,JENNERCaitlyn Jenner (ETH),JENNER,491765432.0,1.0,80503251063.0,101960745.0,-2.39,13.83,60.17,0
1226,WHALEWHALE,WHALE,489895344.0,49.0,834600000.0,8576517.0,-0.11,-2.42,-0.89,0
1227,ASKPermission Coin,ASK,489741861.0,0.0,1349266046611.0,31278555.0,0.42,-1.27,-2.72,0
1228,DHTdHedge DAO,DHT,489232004.0,9.0,4352332004.0,212990.0,-0.16,0.35,4.68,0
1229,MBSUNKJD,MBS,489206966.0,1.0,52199034615.0,6646087.0,-0.04,-0.47,-10.95,0
1230,BRNBRN Metaverse,BRN,487765111.0,20.0,2017990857.0,119769941.0,1.8,-0.82,-9.38,0
1231,WOZXEfforce,WOZX,482814765.0,1.0,43994730416.0,2422009.0,0.28,-8.64,-20.76,0
1232,RITEritestream,RITE,481554602.0,2.0,24382170986.0,15424493.0,0.01,-10.58,-16.62,0
1233,MCRTMagicCraft,MCRT,477614956.0,0.0,364240963750.0,22180497.0,-0.11,-1.42,-0.42,0
1234,ZKMLzKML,ZKML,473495120.0,5.0,7700305784.0,3604137.0,-0.35,0.21,-23.87,0
1235,LAMBLambda,LAMB,473140916.0,0.0,137409728965.0,54271618.0,0.93,-5.25,-11.63,0
1236,LPMLove Power Movement,LPM,472171945.0,3426.0,11502624.0,36260115.0,1.55,4.6,-10.71,0
1237,BSCPADBSCPAD,BSCPAD,469947403.0,6.0,6611001889.0,18818060.0,0.98,-0.02,-8.84,0
1238,DOMEEverdome,DOME,466351028.0,0.0,1585643275452.0,44627314.0,0.82,1.89,-5.07,0
1239,PREPresearch,PRE,457841947.0,1.0,33098436185.0,12787407.0,-0.51,-3.33,-6.72,0
1240,MENGOFlamengo Fan Token,MENGO,459523416.0,35.0,1085060205.0,9156313.0,0.26,0.49,-1.35,0
1241,THEThena,THE,459454561.0,30.0,1276232763.0,13964193.0,0.74,-1.75,-0.96,0
1242,NEVERneversol,NEVER,459416921.0,0.0,6009136452470.0,81931931.0,0.68,7.06,6.85,0
1243,GGReboot,GG,456652976.0,3.0,13540378055.0,1182795.0,0.01,-0.86,-19.44,0
1244,VIXVIXCO,VIX,455492548.0,1.0,65406799115.0,23198375.0,0.09,1.87,3.69,0
1245,UBTUnibright,UBT,452273162.0,3.0,12518999917.0,936922.0,0.0,-3.87,-12.77,0
1246,SENATESENATE,SENATE,451052893.0,4.0,9165533467.0,2182312.0,0.16,-2.78,-9.7,0
1247,SHRShareToken,SHR,451425208.0,0.0,197822966386.0,17023670.0,-0.03,-2.33,-7.2,0
1248,MUSEMuse,MUSE,450887976.0,886.0,42443917.0,16235724.0,1.26,3.91,-3.65,0
1249,GARIGari Network,GARI,447850700.0,1.0,34718926008.0,147868836.0,0.04,0.33,-25.15,0
1250,FERFerro,FER,447832088.0,0.0,77828982260.0,173764.0,0.2,-1.53,-4.49,0
1251,KIBSHIKiboShib,KIBSHI,447290433.0,0.0,83460000000000.0,3928713.0,-0.01,-3.71,-24.39,0
1252,LITHLithium,LITH,443708330.0,0.0,437515701230.0,21232391.0,0.56,-4.1,-16.19,0
1253,MASQMASQ,MASQ,442958942.0,13.0,2869310984.0,1852144.0,0.11,0.69,-5.49,0
1254,BRGBridge Oracle,BRG,442835088.0,0.0,667860874929.0,70723754.0,0.82,-0.12,8.64,0
1255,DEFITDEFIT,DEFIT,439274851.0,16.0,2355926240.0,509690.0,0.0,-4.11,0.8,0
1256,INTELLIQUEKARASOU,INTELLIQUE,438738036.0,1091.0,33559266.0,7673062.0,0.51,0.53,-6.68,0
1257,STEPStep Finance,STEP,438645897.0,2.0,18478744647.0,8370704.0,10.78,19.16,90.23,0
1258,BLOCKBlockGames,BLOCK,438471298.0,5.0,6962230529.0,152364409.0,1.94,7.94,-19.57,0
1259,BTRBitrue Coin,BTR,436356756.0,3.0,10968415689.0,513287930.0,0.01,0.57,-2.05,0
1260,UFCUFC Fan Token,UFC,433896939.0,40.0,897979441.0,1102006.0,0.86,1.27,-0.69,0
1261,LOVELYLovely Finance,LOVELY,431277046.0,,5821057518955765.0,18003324.0,-79.23,-0.71,-4.0,0
1262,OOEOpenOcean,OOE,431215369.0,1.0,42099379939.0,9103316.0,-0.17,-3.66,2.39,0
1263,PMPYPrometheum Prodigy,PMPY,429715176.0,1.0,42795404540.0,31722729.0,-1.11,-9.96,-18.5,0
1264,LSSLossless,LSS,429175273.0,8.0,4638095205.0,31183577.0,-0.07,-5.75,-8.46,0
1265,HAMHamster,HAM,428561675.0,,1.989878358e+17,162105276.0,-0.22,1.18,2.14,0
1266,PKFRed Kite,PKF,427264957.0,4.0,9572205837.0,15369910.0,0.15,-4.93,-11.05,0
1267,LABZInsane Labz,LABZ,423469864.0,9.0,4128523916.0,15579645.0,2.24,3.87,-21.97,0
1268,PACE3space Art,PACE,423720912.0,6.0,5508646769.0,13366536.0,-0.46,-3.19,2.39,0
1269,RINGDarwinia Network,RING,422797093.0,0.0,139465970041.0,4770073.0,0.06,-1.24,-3.49,0
1270,WOWWownero,WOW,420708089.0,6.0,5519997579.0,386503.0,0.19,4.47,-6.98,1
1271,MAHAMaha,MAHA,420105258.0,96.0,366514256.0,22592455.0,-0.44,-0.1,14.94,0
1272,PTUPintu Token,PTU,419658246.0,18.0,1949803537.0,1467227.0,0.66,-2.38,3.45,0
1273,DARKDark Frontiers,DARK,419365385.0,2.0,14447723460.0,13384564.0,-1.1,15.21,6.49,0
1274,SOLCEXSolCex,SOLCEX,413916365.0,1.0,41730000000.0,41816214.0,4.7,5.33,-42.07,0
1275,ORBOrbCity,ORB,411495023.0,2.0,19900556688.0,118986919.0,-0.36,-0.42,-3.85,0
1276,RBWRainbow Token,RBW,412527507.0,2.0,16410343866.0,24454.0,0.0,4.92,13.27,0
1277,PLFPlayFuel,PLF,410735203.0,1.0,41730000000.0,,0.3,-1.71,0.2,0
1278,BEAMBeam,BEAM,410721182.0,3.0,12581892118.0,6981679.0,-0.41,-3.18,-8.24,1
1279,GRACYGracy,GRACY,409017179.0,3.0,9886535143.0,26745091.0,0.88,0.07,3.12,0
1280,NESTNEST Protocol,NEST,403505314.0,0.0,243014149900.0,1168762573.0,-1.46,-3.34,-10.49,0
1281,DOBODogeBonk,DOBO,401431750.0,,4.865381983079745e+16,695222.0,0.0,-1.54,-2.54,0
1282,NEXNash,NEX,400650147.0,9.0,3531444315.0,134704.0,0.0,2.7,-1.61,0
1283,KDAGKing DAG,KDAG,400099979.0,7.0,4544525946.0,5977822.0,-0.01,-0.03,-0.03,0
1284,WSIWeSendit,WSI,398734240.0,1.0,28352144354.0,13197196.0,-0.37,1.3,2.64,0
1285,OOKSOnooks,OOKS,397185305.0,35.0,936555988.0,137041.0,-0.2,-2.78,-0.56,0
1286,SNCSunContract,SNC,396652664.0,5.0,6090248962.0,34263835.0,0.03,-1.51,1.8,0
1287,JETTONJetTon Games,JETTON,396049749.0,173.0,191183742.0,142007357.0,-0.12,9.5,17.21,0
1288,FCONSpaceFalcon,FCON,393953317.0,0.0,1454254436016.0,6051351.0,1.71,1.6,-14.65,0
1289,BTCBAMBitcoin Bam,BTCBAM,393791989.0,38.0,857696637.0,62342867.0,,-0.04,-0.13,0
1290,RAIRai Reflex Index,RAI,393368012.0,237.0,138588752.0,28016270.0,0.04,-0.03,0.2,0
1291,ASRAS Roma Fan Token,ASR,391235609.0,207.0,157902230.0,1974413554.0,-1.4,4.87,3.55,0
1292,MOBYMoby,MOBY,387532906.0,10.0,3238916932.0,4366711.0,1.44,1.84,4.71,0
1293,MTDMinted,MTD,385494980.0,2.0,15457436395.0,442338.0,0.09,-0.87,-4.59,0
1294,LAVAVulcan Forged (LAVA),LAVA,384573081.0,2.0,20522420903.0,39059030.0,-0.1,-1.04,-21.11,0
1295,BOABOSagora,BOA,383429846.0,1.0,25965523863.0,39254493.0,1.3,6.83,-0.48,0
1296,CGVCogito Finance,CGV,383164526.0,4.0,8077921305.0,2673391.0,0.57,-1.31,-9.68,0
1297,REV3LREV3AL,REV3L,380656136.0,1.0,30542249595.0,1661856.0,0.21,3.15,10.3,0
1298,DFLDeFi Land,DFL,380047629.0,0.0,595679359791.0,2215112.0,-0.16,5.3,1.03,0
1299,OBIOrbofi AI,OBI,378631980.0,1.0,34552440000.0,20229786.0,2.0,6.6,11.97,0
1300,NETVRNetvrk,NETVR,378088906.0,7.0,4219569512.0,19948609.0,0.2,4.97,-23.23,0
1301,KLEVAKLEVA Protocol,KLEVA,376455594.0,8.0,4042356390.0,1025890.0,,8.05,25.44,0
1302,STATSTAT,STAT,375841245.0,8.0,3748883655.0,13680596.0,-0.41,2.28,1.91,0
1303,INDYIndigo Protocol,INDY,374013888.0,73.0,429392770.0,7881295.0,0.61,-0.31,-11.22,0
1304,BLYBlocery,BLY,373478826.0,0.0,68558682540.0,92153277.0,-0.37,6.03,7.45,0
1305,AMONAmonD,AMON,372679113.0,0.0,598950689917.0,50076.0,,-0.02,-15.21,0
1306,MARSHUnMarshal,MARSH,369201919.0,7.0,4283346973.0,36256026.0,0.28,-2.31,-5.47,0
1307,LADYFMilady Wif Hat,LADYF,369087829.0,0.0,20864873621530.0,52126028.0,2.76,3.25,2.93,0
1308,RFOXRFOX,RFOX,368931007.0,0.0,109499583430.0,6902142.0,0.0,-4.25,-13.69,0
1309,BCNBytecoin,BCN,368160755.0,0.0,15362217532816.0,997430.0,,9.0,26.82,1
1310,CPUCPUcoin,CPU,367869813.0,1.0,36184683995.0,5541076.0,0.84,-1.46,1.65,0
1311,SCPTScript Network,SCPT,366397913.0,1.0,26498966883.0,158986793.0,0.1,-2.73,-9.04,0
1312,ARKIArkiTech,ARKI,362920886.0,6.0,5125280853.0,293863.0,0.26,-0.29,-6.35,0
1313,RJVRejuve.AI,RJV,360717458.0,1.0,20375149057.0,48263249.0,0.48,-2.16,16.22,0
1314,DINODinoLFG,DINO,359706841.0,1.0,26118681226.0,7500133.0,-2.68,4.22,26.39,0
1315,RISEEverRise,RISE,358331170.0,0.0,5331352521387.0,7626241.0,-43.13,-17.87,-26.6,0
1316,GOATSonic The Goat,GOAT,356215209.0,0.0,73954142610853.0,29712.0,2.52,3.05,-18.39,0
1317,CRPCrypton,CRP,354939690.0,35.0,845549952.0,65387822.0,,-0.54,-2.04,1
1318,CATCHSpaceCatch,CATCH,354722610.0,32.0,919349707.0,2008215.0,-10.69,-19.23,-3.04,0
1319,RAINRain Coin,RAIN,351341479.0,351.0,83460000.0,5620697.0,1.07,-5.88,-13.14,0
1320,BUBBLEBubble,BUBBLE,350604276.0,0.0,69383293546.0,620229568.0,0.31,-13.54,24.95,0
1321,ISPIspolink,ISP,350077393.0,0.0,230051296016.0,27004735.0,0.03,-7.43,-13.43,0
1322,THGThetan World,THG,348722003.0,3.0,9479800261.0,85414383.0,0.08,2.62,-5.9,0
1323,GOVIGovi,GOVI,348266896.0,13.0,2268733157.0,27291.0,-0.07,-2.04,-2.62,0
1324,CHEEMSCheems,CHEEMS,344136544.0,0.0,212892680837.0,12157284.0,0.7,6.45,34.14,0
1325,ZNNZenon,ZNN,343479964.0,54.0,528364395.0,253885.0,0.0,0.88,-5.55,1
1326,WAITHourglass,WAIT,341105110.0,3.0,8158380000.0,101070.0,0.19,-1.23,-12.27,0
1327,VSPVesper,VSP,340913569.0,37.0,764788715.0,407619.0,-1.13,-3.7,3.88,0
1328,ETHAXETHAX,ETHAX,340438598.0,3.0,11362218360.0,250.0,,-0.02,-0.11,0
1329,ANALOSanaloS,ANALOS,340852977.0,0.0,6850415013893.0,277071343.0,0.59,-0.01,-9.49,0
1330,DGDecentral Games,DG,338998162.0,1.0,26779142603.0,17860.0,0.0,14.62,9.12,0
1331,AVLAston Villa Fan Token,AVL,337520419.0,62.0,457524882.0,2611547.0,0.6,-0.65,0.44,0
1332,TENTTENT,TENT,334231260.0,9.0,3226954860.0,,0.27,-1.54,0.22,1
1333,PNPPenpie,PNP,334226420.0,222.0,125684083.0,9929403.0,0.11,-6.54,-6.53,0
1334,MTVMultiVAC,MTV,330865486.0,0.0,299401852294.0,11952724.0,0.8,6.13,6.75,0
1335,CRPTCrypterium,CRPT,330412715.0,3.0,7901669810.0,11874188.0,-0.24,-1.85,-2.93,0
1336,RMVReality Metaverse,RMV,329605573.0,1.0,20856080046.0,28805551.0,-2.75,-0.16,-7.13,0
1337,MOZMozaic,MOZ,328797848.0,3.0,8002992754.0,1097833.0,,-4.7,2.28,0
1338,IMTMoneytoken,IMT,328017246.0,0.0,948892059104.0,,0.46,-1.98,0.21,0
1339,TESTitan Trading Platform,TES,327898650.0,33.0,834600000.0,11331948.0,-0.13,4.24,-1.29,0
1340,INSPInspect,INSP,327807511.0,2.0,13426666476.0,23605910.0,-0.53,-4.82,-36.5,0
1341,DADDAD,DAD,325076199.0,0.0,57170092822.0,787028.0,0.26,-2.15,0.15,0
1342,MINTMint Club,MINT,324607488.0,0.0,86908100878183.0,1166604.0,,-0.63,1.63,0
1343,CBGChainbing,CBG,324534544.0,10.0,2754180000.0,,1.96,-0.08,-6.3,0
1344,DIPEtherisc DIP Token,DIP,321298215.0,1.0,20008876334.0,218081.0,-0.81,-3.1,0.46,0
1345,WOMWOM Protocol,WOM,320963207.0,2.0,15690480000.0,19667182.0,-0.41,2.58,1.46,0
1346,PERCPerion,PERC,319195190.0,24.0,1116310383.0,4612751.0,0.22,-0.99,-8.08,0
1347,VAIVai,VAI,318210195.0,83.0,319245266.0,2093761.0,-0.03,-0.08,-0.04,0
1348,CHRPChirpley,CHRP,317478835.0,1.0,34471448997.0,27150206.0,-0.13,-0.38,-15.54,0
1349,EFCEverton Fan Token,EFC,314703790.0,76.0,347559405.0,5352791.0,-0.37,-0.58,-3.98,0
1350,HMNDHumanode,HMND,314635520.0,10.0,2662853144.0,45770549.0,2.81,7.7,12.94,0
1351,WWYWeWay,WWY,314291415.0,0.0,120205886979.0,212057421.0,0.51,1.68,-18.2,0
1352,HVHHAVAH,HVH,313015478.0,1.0,38052411633.0,1047673.0,0.0,-3.21,-11.37,0
1353,UMTUnityMeta,UMT,312492768.0,13267.0,1965900.0,15036154.0,0.45,-1.8,-5.33,0
1354,GOGoChain,GO,310675343.0,0.0,106057296010.0,23786.0,-4.29,-14.9,-8.38,0
1355,DUSTDust Protocol,DUST,310461936.0,16.0,1597755069.0,5389012.0,1.92,7.08,4.88,0
1356,MOVEBlueMove,MOVE,308863677.0,2.0,12435540000.0,2086417.0,0.99,1.02,-1.83,0
1357,SYLOSylo,SYLO,308462151.0,0.0,202942795882.0,185186556.0,0.24,-6.55,-2.33,0
1358,VTCVertcoin,VTC,307013703.0,4.0,5819477765.0,903121.0,0.02,-3.04,2.57,1
1359,SKEYSkey Network,SKEY,304997059.0,2.0,15158952805.0,19279594.0,0.14,-8.35,-15.95,0
1360,GXAGALAXIA,GXA,304298999.0,0.0,210016818411.0,3260949.0,0.02,9.61,25.94,0
1361,BISBismuth,BIS,302453448.0,10.0,2472722334.0,668.0,0.9,286.68,405.75,1
1362,HSFHillstone Finance,HSF,302444434.0,10.0,2504757370.0,152040250.0,-0.27,4.54,-1.34,0
1363,HAWKTUAHHawk Tuah,HAWKTUAH,302259153.0,0.0,71668740987.0,248574343.0,-6.41,-23.08,-26.75,0
1364,CARRCarnomaly,CARR,302070283.0,0.0,131449500000.0,6704175.0,-0.41,0.47,42.23,0
1365,CHIXaya,CHI,302061687.0,5.0,4601886835.0,876247.0,-0.18,6.91,3.75,0
1366,ANCAnchor Protocol,ANC,301080281.0,1.0,29242869368.0,3382133.0,-0.08,-0.8,-2.68,0
1367,HUNDHUND,HUND,300742685.0,1.0,32966530743.0,27319463.0,3.32,0.34,-0.25,0
1368,DYPDypius [New],DYP,300599134.0,3.0,8241886821.0,31760953.0,-0.14,-4.17,-1.96,0
1369,CVTXCarrieverse,CVTX,300085521.0,1.0,17330502885.0,186454815.0,-2.02,-20.11,-33.25,0
1370,NHTNeighbourhoods,NHT,299904413.0,0.0,665411004194.0,2859757.0,0.0,12.2,0.03,0
1371,VABVabble,VAB,299483357.0,0.0,77059025702.0,145137.0,0.0,0.98,11.69,0
1372,MVGensoKishi Metaverse,MV,298781959.0,1.0,22522323642.0,141407780.0,0.21,0.12,-13.41,0
1373,XEDExeedme,XED,297967139.0,3.0,7627967831.0,3897832.0,0.06,-2.0,0.62,0
1374,CRWNYCrowny,CRWNY,295999653.0,1.0,38574535056.0,344773.0,0.56,0.42,16.58,0
1375,BTCSTBitcoin Standard Hashrate Token,BTCST,295825472.0,24.0,1018328927.0,10248304.0,-0.11,1.36,-0.38,0
1376,SHIRYOShiryo,SHIRYO,295532945.0,,8.194493203437175e+19,43483.0,3.12,1.12,-3.39,0
1377,ALGBAlgebra,ALGB,295251267.0,1.0,29631427413.0,2848072.0,0.44,-0.99,6.44,0
